AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,SALE_COND,PARK_FACIL,BUILDTYPE,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,SALES_PRICE,PROPERTY_AGE,AREA_PRICE_LEVEL,BEDROOM_SQFT_RATIO,BATHROOM_SQFT_RATIO
3,1763.0,2.0,1.0,0,1,2,0,5,4.2,2.8,2.9,12182240.0,19,5.0,0.0011344299489506524,0.0005672149744753262
1,1969.0,2.0,1.0,3,1,0,2,5,4.6,4.4,2.1,21743704.8,20,6.0,0.001015744032503809,0.0005078720162519045
0,994.0,1.0,1.0,4,1,2,1,1,4.8,2.3,2.8,7205505.0,27,2.0,0.001006036217303823,0.001006036217303823
5,1566.0,1.0,1.0,4,0,2,2,3,3.4,4.9,3.7,11225380.0,25,7.0,0.0006385696040868455,0.0006385696040868455
2,914.0,1.0,1.0,1,1,0,1,4,3.1,2.7,3.8,12010350.0,9,3.0,0.0010940919037199124,0.0010940919037199124
1,1757.0,1.0,1.0,3,0,1,1,5,4.8,4.5,2.0,11839510.0,28,6.0,0.0005691519635742744,0.0005691519635742744
0,1241.0,2.0,2.0,1,0,2,2,4,4.2,3.7,3.3,10568895.0,33,2.0,0.0016116035455278,0.0016116035455278
6,1926.0,3.0,2.0,4,0,0,1,4,3.8,2.8,4.6,14814620.0,36,4.0,0.001557632398753894,0.0010384215991692627
6,1531.0,2.0,1.0,0,0,1,2,0,2.6,4.2,4.9,6745340.0,12,4.0,0.0013063357282821686,0.0006531678641410843
0,928.0,1.0,1.0,0,0,0,1,3,4.2,3.5,4.3,10595700.0,40,2.0,0.0010775862068965517,0.0010775862068965517
6,1716.0,2.0,1.0,2,0,1,2,2,4.4,3.5,2.8,7777550.0,45,4.0,0.0011655011655011655,0.0005827505827505828
6,1637.0,2.0,1.0,0,1,2,2,0,3.6,4.7,4.4,9014800.0,15,4.0,0.0012217470983506415,0.0006108735491753207
2,1286.0,2.0,1.0,3,1,2,1,4,2.3,4.7,3.0,10675820.0,16,3.0,0.0015552099533437014,0.0007776049766718507
4,1694.0,2.0,2.0,0,0,0,2,2,3.3,2.1,3.8,11405500.0,18,1.0,0.0011806375442739079,0.0011806375442739079
2,770.0,1.0,1.0,0,0,0,0,3,4.4,3.7,3.6,9876750.0,21,3.0,0.0012987012987012987,0.0012987012987012987
6,1677.0,2.0,1.0,1,1,1,0,0,4.1,3.7,4.3,8859220.0,21,4.0,0.0011926058437686344,0.0005963029218843172
0,790.0,1.0,1.0,3,0,0,0,2,2.7,4.3,2.4,9758035.0,29,2.0,0.0012658227848101266,0.0012658227848101266
2,1115.0,1.0,1.0,2,1,1,2,4,2.9,3.1,4.1,9005600.0,36,3.0,0.0008968609865470852,0.0008968609865470852
3,1723.0,2.0,1.0,2,0,1,2,4,2.3,2.5,2.0,9160860.0,23,5.0,0.0011607661056297156,0.0005803830528148578
4,1013.0,1.0,1.0,1,0,0,1,5,4.1,2.6,5.0,9511000.0,28,1.0,0.0009871668311944718,0.0009871668311944718
4,1143.0,1.0,1.0,4,0,2,1,4,2.6,2.1,2.4,5947125.0,48,1.0,0.0008748906386701663,0.0008748906386701663
3,1676.0,2.0,1.0,4,1,0,2,5,3.0,3.1,2.9,15244800.0,10,5.0,0.0011933174224343676,0.0005966587112171838
0,960.0,1.0,1.0,2,1,2,2,2,3.1,4.4,5.0,8428090.0,26,2.0,0.0010416666666666667,0.0010416666666666667
5,1849.0,2.0,1.0,4,0,1,0,5,2.7,3.3,3.2,13393470.0,21,7.0,0.001081665765278529,0.0005408328826392645
4,850.0,1.0,1.0,4,0,1,0,0,4.3,4.2,2.3,4028790.0,30,1.0,0.001176470588235294,0.001176470588235294
2,935.0,1.0,1.0,4,1,0,1,4,4.1,3.1,2.1,11529500.0,22,3.0,0.0010695187165775401,0.0010695187165775401
4,1247.0,1.0,1.0,0,1,0,0,2,3.0,2.4,4.3,10758000.0,28,1.0,0.0008019246190858059,0.0008019246190858059
4,1420.0,2.0,2.0,0,0,2,0,4,5.0,3.7,2.2,9082000.0,6,1.0,0.0014084507042253522,0.0014084507042253522
2,989.0,1.0,1.0,1,0,1,0,4,2.9,3.8,4.0,9315900.0,6,3.0,0.0010111223458038423,0.0010111223458038423
2,1227.0,2.0,1.0,3,1,1,1,3,3.4,2.2,4.5,8845600.0,16,3.0,0.0016299918500407497,0.0008149959250203749
6,1626.0,2.0,1.0,3,0,1,2,2,2.2,2.2,3.0,7257400.0,50,4.0,0.0012300123001230013,0.0006150061500615006
2,787.0,1.0,1.0,4,1,0,1,5,3.4,4.3,4.4,10751700.0,30,3.0,0.0012706480304955528,0.0012706480304955528
6,1576.0,2.0,1.0,0,1,1,1,3,2.8,2.0,4.2,8567240.0,32,4.0,0.0012690355329949238,0.0006345177664974619
4,594.0,1.0,1.0,2,0,1,1,5,3.9,3.5,4.5,5308500.0,42,1.0,0.0016835016835016834,0.0016835016835016834
2,991.0,1.0,1.0,1,0,1,2,5,2.2,4.8,4.6,8765000.0,32,3.0,0.0010090817356205853,0.0010090817356205853
4,684.0,1.0,1.0,1,0,1,0,0,4.3,3.4,2.3,4028790.0,33,1.0,0.0014619883040935672,0.0014619883040935672
6,1717.0,2.0,1.0,3,0,1,1,2,2.7,2.4,2.1,7369890.0,27,4.0,0.0011648223645894002,0.0005824111822947001
0,1195.0,1.0,1.0,4,1,2,0,1,2.2,2.2,3.8,9640575.0,5,2.0,0.0008368200836820083,0.0008368200836820083
2,951.0,1.0,1.0,4,0,0,0,3,2.0,3.6,2.4,11239600.0,8,3.0,0.0010515247108307045,0.0010515247108307045
4,825.0,1.0,1.0,3,1,1,1,5,2.7,3.0,2.8,6778000.0,30,1.0,0.0012121212121212121,0.0012121212121212121
3,2433.84,4.0,2.0,4,1,0,2,4,3.0,2.3,3.1,19200260.0,23,5.0,0.0016434934095914274,0.0008217467047957137
4,830.0,1.0,1.0,4,0,1,1,2,3.0,3.8,2.2,4242000.0,20,1.0,0.0012048192771084338,0.0012048192771084338
4,1459.0,2.0,2.0,0,1,2,0,5,3.6,3.6,2.5,10388375.0,33,1.0,0.0013708019191226869,0.0013708019191226869
2,820.0,1.0,1.0,1,0,1,0,4,3.0,2.0,4.5,8254700.0,26,3.0,0.0012195121951219512,0.0012195121951219512
3,2433.84,4.0,2.0,4,1,2,0,5,2.1,4.5,2.1,14361720.0,12,5.0,0.0016434934095914274,0.0008217467047957137
4,1647.0,2.0,2.0,2,1,1,1,5,3.7,2.2,4.8,9499000.0,14,1.0,0.0012143290831815423,0.0012143290831815423
4,847.0,1.0,1.0,2,1,1,1,5,2.7,2.5,3.5,6814000.0,30,1.0,0.0011806375442739079,0.0011806375442739079
1,1863.0,2.0,1.0,4,1,2,2,5,3.5,2.6,3.4,15082700.0,28,6.0,0.0010735373054213634,0.0005367686527106817
0,1080.0,1.0,1.0,4,1,2,2,4,4.3,4.6,3.5,10546405.0,7,2.0,0.000925925925925926,0.000925925925925926
2,1292.0,2.0,1.0,4,0,1,2,5,2.6,2.9,3.3,9746100.0,6,3.0,0.0015479876160990713,0.0007739938080495357
3,1883.0,3.0,2.0,2,1,2,0,3,4.9,2.7,4.3,11447860.0,30,5.0,0.0015932023366967605,0.0010621348911311736
6,1748.0,2.0,1.0,2,0,2,1,5,4.1,3.7,3.8,9516880.0,49,4.0,0.0011441647597254005,0.0005720823798627002
4,1621.0,2.0,2.0,3,0,2,2,2,4.7,3.8,4.5,7580125.0,37,1.0,0.0012338062924120913,0.0012338062924120913
3,2061.0,3.0,2.0,2,1,1,2,4,4.6,2.3,3.7,11373980.0,9,5.0,0.001455604075691412,0.0009704027171276079
6,1521.0,2.0,1.0,1,0,0,1,4,2.1,2.9,2.1,12842120.0,26,4.0,0.0013149243918474688,0.0006574621959237344
2,839.0,1.0,1.0,2,1,0,0,3,2.8,5.0,4.6,11650250.0,23,3.0,0.0011918951132300357,0.0011918951132300357
2,1296.0,2.0,1.0,0,0,1,0,3,3.5,3.9,4.8,9576550.0,5,3.0,0.0015432098765432098,0.0007716049382716049
2,1027.0,1.0,1.0,3,1,2,1,4,4.9,4.9,2.8,9265490.0,14,3.0,0.0009737098344693282,0.0009737098344693282
3,1921.0,3.0,2.0,1,0,2,2,4,3.7,3.4,3.4,11354960.0,17,5.0,0.0015616866215512754,0.001041124414367517
0,855.0,1.0,1.0,3,1,1,0,2,3.5,4.4,2.9,7815055.0,37,2.0,0.0011695906432748538,0.0011695906432748538
6,1857.0,3.0,2.0,4,1,2,1,4,4.0,2.2,2.0,10188470.0,46,4.0,0.0016155088852988692,0.0010770059235325794
2,920.0,1.0,1.0,3,1,2,2,4,3.2,4.1,2.9,9211400.0,36,3.0,0.0010869565217391304,0.0010869565217391304
6,1781.0,2.0,1.0,3,0,0,1,1,4.4,4.1,3.2,12296550.0,50,4.0,0.0011229646266142617,0.0005614823133071309
1,1658.0,1.0,1.0,4,0,1,1,3,4.3,3.4,3.9,9615130.0,44,6.0,0.0006031363088057901,0.0006031363088057901
4,1611.0,2.0,2.0,3,1,0,2,4,3.4,2.7,2.1,12699000.0,44,1.0,0.0012414649286157666,0.0012414649286157666
3,1339.0,2.0,1.0,0,1,2,0,5,3.5,3.0,3.8,11084700.0,6,5.0,0.0014936519790888724,0.0007468259895444362
4,876.0,1.0,1.0,2,1,2,2,3,4.6,3.1,3.5,6763000.0,26,1.0,0.001141552511415525,0.001141552511415525
6,1880.0,3.0,2.0,3,0,0,1,4,4.2,3.8,3.7,15074080.0,19,4.0,0.0015957446808510637,0.0010638297872340426
4,1227.0,1.0,1.0,3,1,1,1,0,4.1,2.4,2.4,4969250.0,29,1.0,0.0008149959250203749,0.0008149959250203749
2,918.0,1.0,1.0,3,0,2,2,5,4.8,4.3,3.6,8745660.0,28,3.0,0.0010893246187363835,0.0010893246187363835
2,750.0,1.0,1.0,4,1,0,2,4,2.0,3.7,4.0,10428000.0,24,3.0,0.0013333333333333333,0.0013333333333333333
1,1631.0,1.0,1.0,2,0,1,2,3,4.8,3.0,4.9,10323980.0,44,6.0,0.0006131207847946045,0.0006131207847946045
4,782.0,1.0,1.0,2,0,1,0,2,4.7,3.4,4.2,4842750.0,45,1.0,0.0012787723785166241,0.0012787723785166241
2,1258.0,2.0,1.0,1,1,2,1,5,4.9,2.4,3.4,11154910.0,27,3.0,0.001589825119236884,0.000794912559618442
5,1536.0,1.0,1.0,1,1,2,1,3,3.8,3.6,3.1,12754890.0,8,7.0,0.0006510416666666666,0.0006510416666666666
4,643.0,1.0,1.0,3,0,0,1,4,2.2,4.2,3.6,6501000.0,40,1.0,0.0015552099533437014,0.0015552099533437014
0,919.0,1.0,1.0,2,1,2,1,3,3.0,3.4,4.9,8802735.0,9,2.0,0.001088139281828074,0.001088139281828074
4,1180.0,1.0,1.0,4,0,2,0,5,2.3,2.2,3.4,8366750.0,19,1.0,0.000847457627118644,0.000847457627118644
0,1167.0,1.0,1.0,1,0,2,1,5,4.7,5.0,2.9,10474605.0,7,2.0,0.000856898029134533,0.000856898029134533
6,1698.0,2.0,1.0,0,1,2,2,3,4.7,2.8,3.9,10509330.0,34,4.0,0.001177856301531213,0.0005889281507656066
0,1051.0,1.0,1.0,1,0,2,0,1,2.6,4.0,3.4,8090620.0,28,2.0,0.0009514747859181732,0.0009514747859181732
2,881.0,1.0,1.0,1,0,2,0,3,4.4,3.2,4.7,8734920.0,5,3.0,0.0011350737797956867,0.0011350737797956867
4,1042.0,1.0,1.0,1,1,1,2,2,3.0,3.4,2.7,6369250.0,39,1.0,0.0009596928982725527,0.0009596928982725527
6,1954.0,3.0,2.0,2,0,1,0,2,4.7,2.3,4.9,9484440.0,32,4.0,0.0015353121801432957,0.0010235414534288639
0,919.0,1.0,1.0,1,0,1,0,5,2.6,2.2,4.7,9310300.0,40,2.0,0.001088139281828074,0.001088139281828074
4,1287.0,1.0,1.0,1,0,0,2,1,2.1,4.7,4.4,9260750.0,17,1.0,0.000777000777000777,0.000777000777000777
1,1793.0,1.0,1.0,4,1,1,2,4,5.0,2.8,3.5,13186280.0,9,6.0,0.0005577244841048522,0.0005577244841048522
3,1814.0,3.0,2.0,4,1,0,2,5,2.5,4.3,3.3,16271740.0,17,5.0,0.0016538037486218302,0.0011025358324145535
6,1889.0,3.0,2.0,0,0,1,1,1,5.0,2.9,2.2,7311370.0,36,4.0,0.0015881418740074113,0.0010587612493382743
6,1642.0,2.0,1.0,4,0,0,1,2,2.4,4.0,2.6,11653680.0,44,4.0,0.001218026796589525,0.0006090133982947625
6,1910.0,3.0,2.0,1,0,0,0,2,2.1,4.6,3.3,15831550.0,10,4.0,0.0015706806282722514,0.0010471204188481676
2,990.0,1.0,1.0,4,0,1,1,4,2.6,3.5,4.2,7302250.0,11,3.0,0.00101010101010101,0.00101010101010101
3,1842.0,3.0,2.0,0,1,2,2,5,4.1,2.9,2.2,11904740.0,25,5.0,0.0016286644951140066,0.0010857763300760044
4,825.0,1.0,1.0,4,0,0,0,5,4.9,4.6,3.4,9305750.0,17,1.0,0.0012121212121212121,0.0012121212121212121
2,802.0,1.0,1.0,3,1,1,2,4,3.9,2.7,2.2,8657100.0,10,3.0,0.0012468827930174563,0.0012468827930174563
4,858.0,1.0,1.0,3,0,2,0,1,2.6,3.8,3.3,5601750.0,12,1.0,0.0011655011655011655,0.0011655011655011655
3,1499.0,2.0,1.0,3,1,2,2,3,3.3,4.3,4.3,9789220.0,22,5.0,0.00133422281521014,0.00066711140760507
1,1828.0,2.0,1.0,4,1,0,1,5,2.3,2.8,3.2,20581330.0,39,6.0,0.0010940919037199124,0.0005470459518599562
2,717.0,1.0,1.0,2,1,1,0,3,3.5,4.9,2.8,7725200.0,24,3.0,0.001394700139470014,0.001394700139470014
4,565.48,1.0,1.0,2,0,2,0,5,4.8,5.0,2.1,7019000.0,8,1.0,0.0017684091391384311,0.0017684091391384311
1,1823.0,2.0,1.0,4,1,1,0,4,2.5,5.0,3.3,13410030.0,24,6.0,0.0010970927043335162,0.0005485463521667581
3,1721.0,2.0,1.0,3,1,1,2,4,3.0,2.1,2.3,10199400.0,30,5.0,0.0011621150493898896,0.0005810575246949448
5,1734.0,1.0,1.0,0,0,0,2,4,2.4,3.9,4.0,18918950.0,45,7.0,0.0005767012687427913,0.0005767012687427913
2,787.0,1.0,1.0,4,1,0,0,5,3.9,3.8,2.2,11703450.0,31,3.0,0.0012706480304955528,0.0012706480304955528
2,1265.0,2.0,1.0,1,0,1,0,4,2.1,2.8,2.6,9735200.0,24,3.0,0.0015810276679841897,0.0007905138339920949
6,1967.0,3.0,2.0,0,0,1,2,5,2.8,4.9,2.2,10826810.0,33,4.0,0.001525165226232842,0.0010167768174885613
2,1008.0,1.0,1.0,1,1,0,2,3,3.3,2.9,4.2,12894500.0,10,3.0,0.000992063492063492,0.000992063492063492
2,1120.0,1.0,1.0,4,1,0,1,5,5.0,3.5,4.3,13208750.0,37,3.0,0.0008928571428571428,0.0008928571428571428
1,1952.0,2.0,1.0,1,1,0,1,3,3.9,2.6,2.4,21026890.0,42,6.0,0.0010245901639344263,0.0005122950819672131
4,1100.0,1.0,1.0,1,0,2,0,0,3.9,3.7,5.0,5438750.0,47,1.0,0.0009090909090909091,0.0009090909090909091
0,1098.0,1.0,1.0,4,1,1,0,5,2.1,2.6,2.2,10556410.0,34,2.0,0.0009107468123861566,0.0009107468123861566
3,1470.0,2.0,1.0,0,0,1,0,4,4.0,2.9,2.7,9163340.0,17,5.0,0.0013605442176870747,0.0006802721088435374
2,970.0,1.0,1.0,4,1,1,1,3,3.0,4.4,3.3,7463750.0,17,3.0,0.0010309278350515464,0.0010309278350515464
3,1432.0,2.0,1.0,1,1,2,0,5,3.8,2.5,4.6,11489580.0,27,5.0,0.0013966480446927375,0.0006983240223463687
4,790.0,1.0,1.0,1,0,0,2,0,4.9,2.6,2.0,6102500.0,18,1.0,0.0012658227848101266,0.0012658227848101266
2,1149.0,1.0,1.0,1,0,0,2,4,2.6,3.3,2.5,13734350.0,5,3.0,0.0008703220191470844,0.0008703220191470844
2,762.0,1.0,1.0,0,0,1,2,4,2.1,4.8,3.6,7037100.0,26,3.0,0.0013123359580052493,0.0013123359580052493
2,847.0,1.0,1.0,2,1,1,2,5,4.2,3.8,2.4,8931450.0,34,3.0,0.0011806375442739079,0.0011806375442739079
6,1954.0,3.0,2.0,3,1,1,0,1,4.9,2.4,4.8,10151490.0,27,4.0,0.0015353121801432957,0.0010235414534288639
3,2232.0,4.0,2.0,3,1,2,0,5,3.3,2.1,3.6,14074260.0,11,5.0,0.0017921146953405018,0.0008960573476702509
1,1587.0,1.0,1.0,2,1,0,1,3,4.9,4.8,3.8,17529450.0,40,6.0,0.000630119722747322,0.000630119722747322
5,1891.0,2.0,1.0,2,1,0,2,3,3.6,4.6,4.9,21327550.0,15,7.0,0.0010576414595452142,0.0005288207297726071
3,1916.0,3.0,2.0,2,0,2,0,3,2.8,3.5,4.5,10655980.0,23,5.0,0.0015657620041753654,0.0010438413361169101
6,1622.0,2.0,1.0,4,1,2,2,4,4.1,2.2,2.3,10581870.0,21,4.0,0.0012330456226880395,0.0006165228113440197
6,1812.0,3.0,2.0,0,0,0,2,3,2.3,2.5,4.2,15074740.0,7,4.0,0.0016556291390728477,0.0011037527593818985
0,1010.0,1.0,1.0,4,1,2,1,5,3.6,3.7,3.6,9817500.0,20,2.0,0.0009900990099009901,0.0009900990099009901
5,1526.0,1.0,1.0,3,1,0,1,3,4.2,2.8,3.9,17673370.0,16,7.0,0.000655307994757536,0.000655307994757536
2,775.0,1.0,1.0,3,0,1,0,3,2.2,4.7,2.2,6603250.0,39,3.0,0.0012903225806451613,0.0012903225806451613
4,1239.0,1.0,1.0,2,1,2,1,0,3.1,2.4,4.7,5947625.0,14,1.0,0.0008071025020177562,0.0008071025020177562
1,1538.0,1.0,1.0,0,0,1,1,3,2.7,3.7,3.0,9593040.0,37,6.0,0.0006501950585175553,0.0006501950585175553
1,1853.0,2.0,1.0,3,0,0,2,5,3.5,3.4,2.5,20525170.0,36,6.0,0.0010793308148947653,0.0005396654074473826
6,1536.0,2.0,1.0,2,1,0,1,3,3.2,3.7,5.0,12946730.0,29,4.0,0.0013020833333333333,0.0006510416666666666
3,2241.0,4.0,2.0,2,1,1,2,5,4.2,2.7,4.5,12561300.0,25,5.0,0.00178491744756805,0.000892458723784025
6,1709.0,2.0,1.0,4,1,1,2,1,4.1,4.0,4.1,8133770.0,36,4.0,0.0011702750146284377,0.0005851375073142189
2,1282.0,2.0,1.0,4,0,0,0,5,2.1,4.4,4.9,15195200.0,8,3.0,0.0015600624024961,0.00078003120124805
4,1319.0,1.0,1.0,3,0,1,1,1,4.7,5.0,3.7,4746500.0,40,1.0,0.000758150113722517,0.000758150113722517
0,994.0,1.0,1.0,3,1,1,0,5,3.9,4.7,2.6,10381895.0,33,2.0,0.001006036217303823,0.001006036217303823
2,782.0,1.0,1.0,4,0,2,2,4,3.2,4.2,3.8,7344340.0,32,3.0,0.0012787723785166241,0.0012787723785166241
3,2235.0,4.0,2.0,1,0,0,2,5,3.8,3.6,4.2,18201340.0,17,5.0,0.0017897091722595079,0.0008948545861297539
0,650.0,1.0,1.0,1,1,1,2,5,3.9,2.7,3.7,9080015.0,21,2.0,0.0015384615384615385,0.0015384615384615385
1,1677.0,1.0,1.0,2,0,1,2,3,2.1,4.8,2.0,10617090.0,42,6.0,0.0005963029218843172,0.0005963029218843172
0,684.0,1.0,1.0,2,0,2,2,0,4.1,3.6,2.4,4575925.0,35,2.0,0.0014619883040935672,0.0014619883040935672
2,1128.0,1.0,1.0,4,1,1,1,5,4.6,4.8,3.5,9805150.0,9,3.0,0.0008865248226950354,0.0008865248226950354
3,1360.0,2.0,1.0,3,1,0,2,3,2.3,4.4,4.2,12623360.0,18,5.0,0.0014705882352941176,0.0007352941176470588
2,895.0,1.0,1.0,0,1,2,0,4,2.0,2.8,4.5,9533400.0,23,3.0,0.0011173184357541898,0.0011173184357541898
2,1227.0,2.0,1.0,3,1,2,2,4,3.7,4.9,3.0,10499240.0,31,3.0,0.0016299918500407497,0.0008149959250203749
5,1720.0,1.0,1.0,2,0,1,2,3,3.9,3.6,2.3,11440690.0,7,7.0,0.0005813953488372093,0.0005813953488372093
4,1003.0,1.0,1.0,1,0,1,2,4,4.0,3.4,4.9,7064250.0,13,1.0,0.0009970089730807576,0.0009970089730807576
3,2114.0,3.0,2.0,0,0,0,0,4,5.0,2.8,4.8,16929800.0,20,5.0,0.0014191106906338694,0.000946073793755913
2,973.0,1.0,1.0,1,1,1,2,3,2.7,3.8,3.3,8457350.0,29,3.0,0.0010277492291880781,0.0010277492291880781
6,1655.0,2.0,1.0,1,1,1,2,1,3.6,3.0,4.2,8725740.0,32,4.0,0.0012084592145015106,0.0006042296072507553
0,910.0,1.0,1.0,3,0,1,0,1,2.5,4.1,2.5,6513570.0,38,2.0,0.001098901098901099,0.001098901098901099
0,840.0,1.0,1.0,3,1,1,1,5,2.7,4.4,3.3,8572425.0,35,2.0,0.0011904761904761906,0.0011904761904761906
3,1835.0,3.0,2.0,2,0,0,2,5,3.9,4.9,4.4,15493260.0,13,5.0,0.0016348773841961854,0.0010899182561307902
2,1001.0,1.0,1.0,1,0,2,0,4,2.3,3.6,2.2,9724320.0,13,3.0,0.000999000999000999,0.000999000999000999
1,1646.0,1.0,1.0,0,1,0,2,5,3.8,2.8,4.3,20519100.0,10,6.0,0.0006075334143377885,0.0006075334143377885
2,907.0,1.0,1.0,1,0,2,0,4,4.5,4.9,4.4,8947040.0,27,3.0,0.0011025358324145535,0.0011025358324145535
0,809.0,1.0,1.0,4,1,2,2,4,2.5,3.6,4.3,9043635.0,9,2.0,0.0012360939431396785,0.0012360939431396785
2,1278.0,2.0,1.0,3,0,0,0,4,2.1,2.1,3.7,14597300.0,26,3.0,0.001564945226917058,0.000782472613458529
2,1051.0,1.0,1.0,3,0,2,0,4,3.9,2.0,3.4,9310120.0,19,3.0,0.0009514747859181732,0.0009514747859181732
0,1054.0,1.0,1.0,3,0,2,1,2,2.8,3.7,3.9,7740080.0,12,2.0,0.0009487666034155598,0.0009487666034155598
4,971.0,1.0,1.0,1,1,0,2,1,3.0,2.6,4.5,8878250.0,11,1.0,0.0010298661174047373,0.0010298661174047373
3,1956.0,3.0,2.0,3,0,0,0,5,4.4,3.0,3.3,16677180.0,29,5.0,0.0015337423312883436,0.0010224948875255625
1,1921.0,2.0,1.0,1,1,2,1,4,2.5,2.0,3.4,14301080.0,40,6.0,0.001041124414367517,0.0005205622071837585
4,947.0,1.0,1.0,0,1,2,0,0,4.4,4.5,3.3,5523875.0,47,1.0,0.0010559662090813093,0.0010559662090813093
6,1514.0,2.0,1.0,3,1,2,1,1,2.1,2.4,4.9,7932350.0,40,4.0,0.001321003963011889,0.0006605019815059445
4,1125.0,1.0,1.0,0,0,0,1,3,2.6,4.4,3.4,8072750.0,41,1.0,0.0008888888888888889,0.0008888888888888889
4,1394.0,2.0,2.0,1,1,1,1,2,2.7,2.7,3.1,6962250.0,43,1.0,0.0014347202295552368,0.0014347202295552368
4,1609.0,2.0,2.0,2,0,0,2,5,2.8,3.5,3.0,12977000.0,20,1.0,0.001243008079552517,0.001243008079552517
5,1916.0,2.0,1.0,4,0,1,0,4,4.3,2.2,3.6,13174940.0,7,7.0,0.0010438413361169101,0.0005219206680584551
2,1015.0,1.0,1.0,3,0,1,1,4,4.4,3.6,3.0,7742000.0,8,3.0,0.0009852216748768472,0.0009852216748768472
2,835.0,1.0,1.0,4,0,2,2,3,5.0,4.1,2.7,6996450.0,30,3.0,0.0011976047904191617,0.0011976047904191617
1,1617.0,1.0,1.0,3,0,1,1,5,2.8,4.2,3.1,11367820.0,36,6.0,0.0006184291898577613,0.0006184291898577613
5,1901.0,2.0,1.0,3,0,1,0,5,4.7,2.5,3.8,14001530.0,19,7.0,0.0010520778537611783,0.0005260389268805891
1,1548.0,1.0,1.0,4,1,0,2,5,4.6,3.4,5.0,18598580.0,39,6.0,0.0006459948320413437,0.0006459948320413437
1,1660.0,1.0,1.0,2,1,1,1,4,4.9,4.0,2.8,11618510.0,33,6.0,0.0006024096385542169,0.0006024096385542169
4,890.0,1.0,1.0,1,1,2,0,1,3.1,5.0,2.0,6715750.0,16,1.0,0.0011235955056179776,0.0011235955056179776
2,956.0,1.0,1.0,2,1,0,2,3,3.0,4.3,2.5,11844950.0,29,3.0,0.0010460251046025104,0.0010460251046025104
6,1841.0,3.0,2.0,1,1,1,0,4,3.5,3.8,4.3,11492190.0,47,4.0,0.0016295491580662683,0.0010863661053775121
2,1280.0,2.0,1.0,2,0,0,1,5,3.6,2.7,2.4,14153850.0,7,3.0,0.0015625,0.00078125
1,1636.0,1.0,1.0,2,1,2,1,5,3.5,2.4,3.7,13483830.0,20,6.0,0.0006112469437652812,0.0006112469437652812
3,2204.0,3.0,2.0,3,1,2,2,3,4.7,2.8,3.4,12257060.0,9,5.0,0.0013611615245009074,0.0009074410163339383
4,1203.0,1.0,1.0,3,1,2,1,0,3.2,3.3,4.6,6016875.0,11,1.0,0.0008312551953449709,0.0008312551953449709
2,1122.0,1.0,1.0,1,0,1,2,3,2.1,3.1,3.5,8015800.0,24,3.0,0.00089126559714795,0.00089126559714795
1,1574.0,1.0,1.0,4,0,1,0,4,2.5,2.8,2.0,11003670.0,31,6.0,0.0006353240152477764,0.0006353240152477764
3,1374.0,2.0,1.0,3,0,1,0,5,2.3,4.5,4.6,9741520.0,16,5.0,0.001455604075691412,0.000727802037845706
6,1746.0,2.0,1.0,3,1,0,2,1,2.9,3.5,2.9,13626420.0,36,4.0,0.001145475372279496,0.000572737686139748
4,1370.0,2.0,2.0,2,1,1,0,2,4.2,3.6,2.1,7633500.0,30,1.0,0.00145985401459854,0.00145985401459854
4,1362.0,2.0,2.0,0,0,1,0,1,2.4,3.1,2.6,5878000.0,48,1.0,0.0014684287812041115,0.0014684287812041115
1,1897.0,2.0,1.0,3,0,0,0,3,4.1,3.1,3.3,20738440.0,17,6.0,0.0010542962572482868,0.0005271481286241434
2,1020.0,1.0,1.0,3,0,1,2,4,4.2,3.8,3.4,8000250.0,35,3.0,0.000980392156862745,0.000980392156862745
2,897.0,1.0,1.0,1,1,1,1,5,2.2,2.2,5.0,8897050.0,35,3.0,0.0011148272017837235,0.0011148272017837235
0,1023.0,1.0,1.0,2,0,0,0,2,3.5,3.7,2.7,12114895.0,13,2.0,0.0009775171065493646,0.0009775171065493646
4,1344.0,2.0,2.0,4,1,2,2,5,4.4,4.7,4.9,9341250.0,39,1.0,0.001488095238095238,0.001488095238095238
1,1689.0,1.0,1.0,1,1,0,0,4,3.3,3.7,4.9,20514620.0,31,6.0,0.0005920663114268798,0.0005920663114268798
6,1764.0,2.0,1.0,1,0,0,1,5,4.5,2.5,3.4,14687760.0,52,4.0,0.0011337868480725624,0.0005668934240362812
3,1820.0,3.0,2.0,3,1,1,2,4,3.6,2.5,2.4,11095100.0,5,5.0,0.0016483516483516484,0.001098901098901099
2,987.0,1.0,1.0,3,1,1,0,5,3.6,4.1,2.7,10646600.0,5,3.0,0.0010131712259371835,0.0010131712259371835
5,1688.0,1.0,1.0,4,1,1,1,5,4.6,3.9,4.0,12872810.0,8,7.0,0.0005924170616113745,0.0005924170616113745
1,1908.0,2.0,1.0,1,0,1,1,3,2.0,3.5,4.7,12114050.0,20,6.0,0.0010482180293501049,0.0005241090146750524
2,1078.0,1.0,1.0,1,1,1,2,4,3.2,2.8,4.9,9348350.0,37,3.0,0.0009276437847866419,0.0009276437847866419
4,1637.0,2.0,2.0,0,1,1,2,5,4.0,4.8,2.6,9407500.0,44,1.0,0.0012217470983506415,0.0012217470983506415
